WorkerId,review_id,rating
6d598412ee00a254f40ae7cbab11d8e6,2019_4476,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4476,2.6666666666666665
8519997cb7266ca7dcb9ef4b949c36a3,2019_4476,2.6666666666666665
6d598412ee00a254f40ae7cbab11d8e6,2019_4478,2.333333333333333
240925ea7a7aa465bfd5b7d85949a414,2019_4478,2.333333333333333
8519997cb7266ca7dcb9ef4b949c36a3,2019_4478,2.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_4650,2.6666666666666665
6d598412ee00a254f40ae7cbab11d8e6,2019_4650,3.0
36de47ecb7b4ec1e914b571d11b99b3f,2019_4650,2.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_4616,3.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4616,2.6666666666666665
393ae71b7ea036498fa5aa1b4a588262,2019_4616,2.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_4618,2.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4618,3.333333333333333
393ae71b7ea036498fa5aa1b4a588262,2019_4618,3.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_4665,2.333333333333333
6d598412ee00a254f40ae7cbab11d8e6,2019_4665,2.6666666666666665
36de47ecb7b4ec1e914b571d11b99b3f,2019_4665,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4627,2.333333333333333
6d598412ee00a254f40ae7cbab11d8e6,2019_4627,3.333333333333333
393ae71b7ea036498fa5aa1b4a588262,2019_4627,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4578,2.333333333333333
ff6924d9436fbf3e5e755779f827fcd2,2019_4578,2.6666666666666665
6d598412ee00a254f40ae7cbab11d8e6,2019_4578,2.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4353,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4353,3.0
cbb043f3cebc7a361f7eaf16d5411314,2019_4353,2.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_4219,2.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4219,2.333333333333333
6d598412ee00a254f40ae7cbab11d8e6,2019_4518,2.333333333333333
240925ea7a7aa465bfd5b7d85949a414,2019_4518,2.6666666666666665
8519997cb7266ca7dcb9ef4b949c36a3,2019_4518,3.333333333333333
240925ea7a7aa465bfd5b7d85949a414,2019_4694,2.333333333333333
6d598412ee00a254f40ae7cbab11d8e6,2019_4694,3.0
ff6924d9436fbf3e5e755779f827fcd2,2019_4694,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4585,3.0
ff6924d9436fbf3e5e755779f827fcd2,2019_4585,2.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4585,2.0
240925ea7a7aa465bfd5b7d85949a414,2019_4343,3.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4343,2.6666666666666665
6d598412ee00a254f40ae7cbab11d8e6,2019_4418,2.333333333333333
240925ea7a7aa465bfd5b7d85949a414,2019_4418,2.6666666666666665
cbb043f3cebc7a361f7eaf16d5411314,2019_4418,3.0
240925ea7a7aa465bfd5b7d85949a414,2019_4684,2.6666666666666665
6d598412ee00a254f40ae7cbab11d8e6,2019_4684,2.6666666666666665
ff6924d9436fbf3e5e755779f827fcd2,2019_4684,2.333333333333333
240925ea7a7aa465bfd5b7d85949a414,2019_4519,2.333333333333333
ff6924d9436fbf3e5e755779f827fcd2,2019_4519,2.0
6d598412ee00a254f40ae7cbab11d8e6,2019_4519,2.6666666666666665
240925ea7a7aa465bfd5b7d85949a414,2019_3326,2.6666666666666665
3c780028d65803648393c979a869ac1b,2019_3326,2.6666666666666665
